"","aDC","Adipocytes","Astrocytes","B-cells","Basophils","CD4+ memory T-cells","CD4+ naive T-cells","CD4+ T-cells","CD4+ Tcm","CD4+ Tem","CD8+ naive T-cells","CD8+ T-cells","CD8+ Tcm","CD8+ Tem","cDC","Chondrocytes","Class-switched memory B-cells","CLP","CMP","DC","Endothelial cells","Eosinophils","Epithelial cells","Erythrocytes","Fibroblasts","GMP","Hepatocytes","HSC","iDC","Keratinocytes","ly Endothelial cells","Macrophages","Macrophages M1","Macrophages M2","Mast cells","Megakaryocytes","Melanocytes","Memory B-cells","MEP","Mesangial cells","Monocytes","MPP","MSC","mv Endothelial cells","Myocytes","naive B-cells","Neurons","Neutrophils","NK cells","NKT","Osteoblast","pDC","Pericytes","Plasma cells","Platelets","Preadipocytes","pro B-cells","Sebocytes","Skeletal muscle","Smooth muscle","Tgd cells","Th1 cells","Th2 cells","Tregs","ImmuneScore","StromaScore","MicroenvironmentScore"
"BRCA1",-0.0578523583046489,-0.316988962679531,-0.27925401926251,0.185949091752755,0.073203283827138,0.163157239457075,-0.0622332294352757,0.00659337079027394,-0.148188487294636,-0.107415648242686,-0.0481429933331882,0.0476943931871825,0.0140653617410707,-0.00289347988075722,-0.250501466875638,-0.39795543099978,0.156376813722972,0.263985891261947,0.0481827108372636,-0.0790035661495747,-0.389987746896065,-0.0274414725067474,-0.210675858241907,0.00339565317553586,-0.417891386759396,-0.0560892557176836,-0.192154927605689,-0.423030450994069,-0.0818485351461143,-0.287584766451949,-0.405906071706812,0.10591804347058,-0.0111503030960945,0.0292789133800244,0.317319717679349,-0.368701655873134,0.0340882478889793,-0.0394570898594325,0.161630716328446,-0.297766026404791,0.0124971376253389,0.0358214681973853,0.0160737058883781,-0.441084138912043,0.135270361790195,0.0819964954300584,0.0528458042839024,-0.121145936241102,-0.000371219452463423,0.0303614337266843,0.170302931082016,0.0933966116595007,-0.127773630966351,0.17214417488786,0.00366180867405304,-0.130614795473788,0.254540140276276,-0.0540025323830807,0.0169256642425587,0.336291712786989,0.0268635107604549,0.218073269918366,0.459582914560431,0.140530501486466,0.132020219371477,-0.426291753005372,-0.355176202942338
"CDKN2A",0.293460676174609,-0.191360307180805,0.144432852459259,0.159536375949138,-0.0355452735978763,0.0958316708878111,0.0394743233123722,0.0878935114479558,-0.114188671575664,0.047729737681968,0.203124828830483,0.0238503382034583,0.0322436614084737,0.017899441813975,-0.0956596176557242,-0.0337392858389934,0.0789228408766698,0.0947929190332449,-0.0134667536945438,0.111877727511247,-0.141914114263328,0.0344753476482962,0.203762388029619,0.0361710504682197,-0.11683582383798,-0.0106566648601363,-0.160465399161471,-0.171389416595276,-0.134234622539298,0.163406485999263,-0.126507645836352,0.233996006688998,0.330926198645551,0.0396637264412699,-0.191947413732874,-0.146722598176918,0.128592146852592,0.0521205240483453,0.285998815365883,-0.117117293768444,0.0487254540915256,0.0181198269407328,0.188015411332313,-0.0331358449063082,-0.201963536529433,0.0791059385683588,-0.190271557942666,-0.0283233290793565,-0.0181029342679471,0.124434996795507,0.075804441546846,0.0756722052480852,0.222785904934113,0.276582019326686,0.00147619488350278,-0.264666397131924,0.267448598420252,0.275733861738646,-0.0380556882918207,-0.181178999879182,-0.0213837655737105,0.386358309460409,0.247920716477602,-0.128188858901413,0.162289648484087,-0.169689435872468,-0.0722238200267842
"EGFR",0.0155013179491132,0.407159206987579,0.512080044826879,-0.120834011647375,-0.20576383032915,-0.0114875403207542,0.0797092231416573,0.0148663406712011,0.029840365005623,-0.114851959977471,-0.131369531965246,0.0300191504270881,0.0740479883420886,0.0331490551397255,0.496045763401268,0.370592807679072,-0.263630232226624,-0.525177578233766,0.0101003822842348,0.206349021407835,0.354728508342058,-0.0326622946218532,0.025725174779642,-0.0518883925033791,0.429589786555918,0.147093820673993,0.222682457250322,0.407319206038614,0.250021523599548,0.517325699468261,0.357775504089947,-0.203453713358917,-0.0648638335727809,-0.137685866867502,-0.265592163082207,0.629138403768812,0.130902617995218,0.0267955856537996,-0.305247581134249,0.398809212754595,0.103015638222654,-0.180356252759984,-0.407112175699835,0.233930806886488,0.169195519510284,0.0155438539663656,-0.0917643548052665,0.102882631228147,-0.018546075155112,-0.455026524678495,-0.533367244983572,0.0333639875699247,0.16291826033427,-0.302280257803917,0.056325730696773,0.324649243950297,-0.100726784287568,0.0820454425742579,0.146674395417468,-0.271424456200079,-0.0362871536160625,-0.417699637922631,0.0372016120226534,-0.0183563275008899,-0.1082357456474,0.450833389774552,0.432597922243304
"FGF2",-0.0420271547226162,0.530080789852032,0.331465370268579,-0.166507480940162,-0.118627219586544,-0.0698184956213139,0.114241658735344,0.00448577207150092,0.0863147789793373,-0.128041939099111,-0.211107857265364,0.0406325700914473,0.108762683374761,0.0131503242690814,0.49366561087623,0.444719203830681,-0.221501489422241,-0.41352069565508,0.0328748677885787,0.124774167423894,0.475692645259814,-0.047732807359511,-0.127438874159639,-0.0686703108951668,0.53064376112388,0.139586933725748,0.360424842849016,0.55969109641249,0.150978221543229,0.263699588601488,0.493476067214404,-0.244916843068664,-0.163942265390002,-0.0309691743566605,-0.130841388813347,0.623362461475065,0.152490938355041,0.00946703159580042,-0.431847110768833,0.460236616447867,0.0439201213728785,-0.0819646149383396,-0.493994549230156,0.332536169545733,0.176782975444861,-0.000965119866846542,0.0749818673068701,0.11139293361553,0.00591644575381717,-0.351887505503566,-0.42197618936872,-0.0759196493767137,-0.0160396183185521,-0.364506041853444,0.0629473092907107,0.446890493957769,-0.325551451866596,-0.18334623401897,0.0929406442430823,-0.171076992578944,0.0220566752193727,-0.550229935564035,-0.222318349453992,0.0279166723699534,-0.148927495773452,0.586090383823194,0.512579560033335
"FOXO4",-0.16499607363911,0.302350848291903,0.1148078171561,-0.211602984851453,-0.0067850480951711,-0.201802705869857,-0.0104847980859095,-0.0481846623530821,0.202936572351674,-0.0637959769190593,-0.0933696393735663,-0.0737827580416507,-0.106255970537098,-0.0169583715697903,0.132235357860537,0.251158315421307,-0.131709471993576,-0.281189703021531,0.0293951916802669,-0.0517565811083818,0.301654679650696,-0.00330699132133377,0.0100318001280643,-0.0045285671154098,0.308542604879473,0.0345952346386553,0.26306505453873,0.359353808875508,0.0517444053079997,0.143351416859445,0.32460880171357,-0.359459106366719,-0.282780390664141,-0.122524344679165,-0.157465717045436,0.350246272792805,0.00388279458597064,0.00207239338063045,-0.228587124512253,0.306271215224969,-0.133078678644921,-0.0301962168712504,-0.217416690876653,0.302697159339269,0.0340385659164321,-0.075917130267987,0.124722996965236,0.0918151550544773,-0.0137767966875368,-0.0662290818515575,-0.0886742567241123,-0.139054687679741,-0.0202875641623326,-0.315789340768648,-0.0129694685314282,0.200234945642307,-0.199468760653097,-0.149593193192916,-0.00570616618372293,-0.25011782268875,-0.000946275610828727,-0.247939819963642,-0.399679270183419,-0.138537255710351,-0.294806125230141,0.322175705932414,0.207385253365451
"IL6",0.239705656031,0.497104071145069,0.311838086400476,-0.0289884664414722,-0.0971859594038096,0.0684465657701893,0.167025691012522,0.0374498161062983,0.00997865688985115,0.00932124988531149,0.0143124838273591,0.0850859639774647,0.11971631802761,0.0676395364976997,0.491566114974986,0.276081338443291,-0.104895381643716,-0.317743588394207,-0.0464026370165346,0.297664651663601,0.489482240503462,0.0183644702892097,0.0390163427348295,-0.0592440731295778,0.467936644473858,0.0829002538779147,0.288658918585401,0.444842140090541,0.18246821657493,0.312520457188638,0.472997393887824,-0.0199782857231025,0.130194111030858,0.065503647429054,-0.244386453796042,0.543572330339629,0.0245710947725131,0.0736793025679877,-0.193819465722037,0.422706207652592,0.156835586715004,-0.0645213372837622,-0.33247532327856,0.47200395828035,-0.0490809470072993,0.0906768368895803,-0.171672338767716,0.0743323665482788,0.00967435024851694,-0.202181303813723,-0.405013680585372,0.0263635482899447,0.0449836353243099,-0.191627163169707,0.0255712599152748,0.355571481530441,-0.114103298236229,-0.00461062003699663,0.0822392802100382,-0.376429120145259,-0.00193727208761915,-0.235121998521622,-0.0552579421246601,-0.0227572326510645,0.0343643425062638,0.544329879920038,0.589577261839042
"LDHA",0.10286397379377,-0.262281110589845,-0.0827731112848875,0.0772719013757319,-0.0682851573512538,0.166642728987528,-0.145998068783865,-0.0381467608429584,-0.349759985673206,-0.0353758618416657,0.0957741024563891,-0.0863205658696393,0.00759852237355215,-0.00473242670170082,-0.105777872323494,-0.195586941411077,-0.0359701519117384,0.230771029715607,-0.0179538154567239,0.00689391918716314,-0.253865854682393,-0.0175518659572895,0.0474550768794844,0.0413462780036485,-0.271930010637699,-0.0679531562770432,-0.184759164500534,-0.305432916676674,0.0624907503930058,-0.0167656052876183,-0.293495323652049,0.356661235100782,0.30366637171147,0.117862268613721,-0.0271172747603223,-0.287084758476312,-0.0438107111377351,-0.0770249973844634,0.307879907985892,-0.253109205868067,0.137849480361897,-0.0136540061989326,0.148562996657484,-0.250439899593132,0.0156841387722309,0.0111165359958547,-0.151177800684846,0.00633216865389748,0.0199971120591099,-0.033217840913037,0.155651370714406,0.116431341547405,0.0350314378036556,0.269200755381454,-0.0337557444232647,-0.17306332925339,0.205452656494677,0.231037958064147,-0.00503674546762666,0.312999391407377,-0.0316932097882216,0.280428756720725,0.353860033729251,-0.0721691687973662,0.195383016657194,-0.314841108970162,-0.184822147992476
"STEAP1",0.0129630751794866,0.35535089843476,0.192344102048177,-0.154007814824642,-0.0984240127260943,-0.0662901212420176,0.0939726279547585,-0.0123025680265799,-0.00674013072004394,-0.0475208219085709,-0.140479518509146,-0.0652574837819808,0.0224759854679858,0.00992566733146702,0.317732616073222,0.212514448068356,-0.12180837116113,-0.252711088846553,0.0158715616599146,0.0754306511948765,0.303862868171785,0.0148346671028494,-0.00864106885599702,-0.0472143534503472,0.359234186737669,0.045660635155665,0.213405809543464,0.367848439292759,0.161815334681274,0.107474619828822,0.288345284279861,-0.0118223376632792,-0.00991130854608684,0.139603106868529,-0.17844736307966,0.284369533961876,-0.094145177871696,-0.0495733856880747,-0.161028182591153,0.248724294311711,0.0934179457768689,-0.0748021577714269,-0.118887445583788,0.239929536752916,0.0562700351452728,-0.0185074083883161,-0.114307593205682,0.0437553162512119,0.0224717862228854,-0.197683831481644,-0.282086820150099,0.00351956060574737,0.00635036937438217,-0.224964997548692,-0.0276717668358102,0.230404810859308,-0.261581279658724,0.0268061680655931,0.0515194000158812,-0.0862952391081753,0.041739965067241,-0.310175605272418,-0.192913653228528,-0.0144001471606073,-0.0536077652647322,0.378371214389272,0.345738393476769
"TIMP1",0.295560409705501,0.00327647745248388,0.13204762453008,0.0105823458733118,-0.00271602874993706,-0.0465666816902073,0.0898547891568796,0.0258242306358582,-0.109792081700231,0.100419510917703,0.0990266817701687,-0.0444659326886109,-0.00802282504794855,0.0543884324472074,0.0240985902757743,0.11110799702164,0.0374946857375053,0.173856497114505,-0.114330243006971,0.112915271242363,0.19220491048692,-0.0251668066734969,0.336389574636069,0.00295586793275769,0.075162270160215,-0.0626394165680185,-0.0080084905546824,0.0552061227390623,-0.117908286710589,0.120799717977062,0.167722647659553,0.277636433236072,0.321990381497374,0.196565104642586,-0.208666445920219,-0.0674537357924151,0.0216727915334669,0.0840099605900765,0.0966248970506026,0.0124204823413153,0.0588691644422782,0.0207008438986964,0.308931929472819,0.286538277037967,-0.317965804771972,0.0271772067192908,-0.199246142489077,-0.070213651769589,0.00418920398240526,0.30376544668898,0.0945733527233788,-0.00999093448861648,0.196625624485632,0.177225262661623,-0.0509400607101295,-0.110230199596476,-0.0117940953484991,0.222169555349114,-0.0852548030041861,-0.160755481137121,0.0110293959437945,0.223082383480462,-0.115295038641943,-0.126417954702409,0.119711027501761,0.108921782940486,0.0788401771174537
